ClassNumber,Mnemonic,Number,Section,Type,Units,Instructor(s),Days,Room,Title,Topic,Status,Enrollment,EnrollmentLimit,Waitlist,CombinedWith,Description
11219,SOC,4810,300,Seminar,"4","Karen Farber","Tu 8:00AM - 9:50AM","New Cabell Hall 107","Undergraduate Internship Programs Seminar","",Open,10,25,0,,"Internship placement to be arranged by the supervising faculty. Students work in various agencies in the Charlottesville community such as health care delivery, social services, juvenile justice, etc. Regular class meetings with the supervising faculty to analyze the intern experience and discuss assigned reading. Only three credits can be counted toward sociology major.  Prerequisite: Fourth-year sociology major with substantial completion of major requirements."
11226,SOC,4810,301,Laboratory,"0","Staff","TBA","TBA","Undergraduate Internship Programs Seminar","",Open,10,25,0,,"Internship placement to be arranged by the supervising faculty. Students work in various agencies in the Charlottesville community such as health care delivery, social services, juvenile justice, etc. Regular class meetings with the supervising faculty to analyze the intern experience and discuss assigned reading. Only three credits can be counted toward sociology major.  Prerequisite: Fourth-year sociology major with substantial completion of major requirements."
11220,SOC,4810,400,Seminar,"4","Karen Farber","We 3:30PM - 5:20PM","New Cabell Hall 364","Undergraduate Internship Programs Seminar","",Open,13,25,0,SOC 4810-600  SEM (11222),"Internship placement to be arranged by the supervising faculty. Students work in various agencies in the Charlottesville community such as health care delivery, social services, juvenile justice, etc. Regular class meetings with the supervising faculty to analyze the intern experience and discuss assigned reading. Only three credits can be counted toward sociology major.  Prerequisite: Fourth-year sociology major with substantial completion of major requirements."
11227,SOC,4810,401,Laboratory,"0","Staff","TBA","TBA","Undergraduate Internship Programs Seminar","",Open,13,25,0,,"Internship placement to be arranged by the supervising faculty. Students work in various agencies in the Charlottesville community such as health care delivery, social services, juvenile justice, etc. Regular class meetings with the supervising faculty to analyze the intern experience and discuss assigned reading. Only three credits can be counted toward sociology major.  Prerequisite: Fourth-year sociology major with substantial completion of major requirements."
11228,SOC,4810,501,Laboratory,"0","Staff","TBA","TBA","Undergraduate Internship Programs Seminar","",Open,0,25,0,,"Internship placement to be arranged by the supervising faculty. Students work in various agencies in the Charlottesville community such as health care delivery, social services, juvenile justice, etc. Regular class meetings with the supervising faculty to analyze the intern experience and discuss assigned reading. Only three credits can be counted toward sociology major.  Prerequisite: Fourth-year sociology major with substantial completion of major requirements."
11222,SOC,4810,600,Seminar,"4","Karen Farber","We 3:30PM - 5:20PM","New Cabell Hall 364","Undergraduate Internship Programs Seminar","",Open,0,25,0,SOC 4810-400  SEM (11220),"Internship placement to be arranged by the supervising faculty. Students work in various agencies in the Charlottesville community such as health care delivery, social services, juvenile justice, etc. Regular class meetings with the supervising faculty to analyze the intern experience and discuss assigned reading. Only three credits can be counted toward sociology major.  Prerequisite: Fourth-year sociology major with substantial completion of major requirements."
11229,SOC,4810,601,Laboratory,"0","Staff","TBA","TBA","Undergraduate Internship Programs Seminar","",Open,0,25,0,,"Internship placement to be arranged by the supervising faculty. Students work in various agencies in the Charlottesville community such as health care delivery, social services, juvenile justice, etc. Regular class meetings with the supervising faculty to analyze the intern experience and discuss assigned reading. Only three credits can be counted toward sociology major.  Prerequisite: Fourth-year sociology major with substantial completion of major requirements."
11223,SOC,4810,700,Seminar,"4","Karen Farber","TBA","TBA","Undergraduate Internship Programs Seminar","",Open,30,90,0,,"Internship placement to be arranged by the supervising faculty. Students work in various agencies in the Charlottesville community such as health care delivery, social services, juvenile justice, etc. Regular class meetings with the supervising faculty to analyze the intern experience and discuss assigned reading. Only three credits can be counted toward sociology major.  Prerequisite: Fourth-year sociology major with substantial completion of major requirements."
11230,SOC,4810,701,Laboratory,"0","Staff","TBA","TBA","Undergraduate Internship Programs Seminar","",Open,30,90,0,,"Internship placement to be arranged by the supervising faculty. Students work in various agencies in the Charlottesville community such as health care delivery, social services, juvenile justice, etc. Regular class meetings with the supervising faculty to analyze the intern experience and discuss assigned reading. Only three credits can be counted toward sociology major.  Prerequisite: Fourth-year sociology major with substantial completion of major requirements."
11231,SOC,4970,001,Independent Study,"1 - 12","Andrea Press","TBA","TBA","Special Studies in Sociology","",Open,1,5,0,,"An independent study project conducted by students under the supervision of an instructor of their choice.   Prerequisite: Fourth-year students with a minimum GPA of 3.2 in sociology (or overall GPA of 3.2 for non-majors) and instructor permission."
21667,SOC,4970,002,Independent Study,"1 - 12","Thomas Guterbock","TBA","TBA","Special Studies in Sociology","",Open,1,5,0,,"An independent study project conducted by students under the supervision of an instructor of their choice.   Prerequisite: Fourth-year students with a minimum GPA of 3.2 in sociology (or overall GPA of 3.2 for non-majors) and instructor permission."
21687,SOC,4970,003,Independent Study,"1 - 12","Sarah Corse","TBA","TBA","Special Studies in Sociology","",Open,1,5,0,,"An independent study project conducted by students under the supervision of an instructor of their choice.   Prerequisite: Fourth-year students with a minimum GPA of 3.2 in sociology (or overall GPA of 3.2 for non-majors) and instructor permission."
11447,SOC,4980,001,Independent Study,"3","Sarah Corse","TBA","TBA","Distinguished Majors Thesis Research","",Open,2,12,0,,"Independent research, under the supervision of a DM faculty adviser, for the DMP thesis.   Prerequisites: SOC 3120 and Admission to the Distinguished Majors Program in Sociology."
13821,SOC,4981,001,Independent Study,"3","Sarah Corse","TBA","TBA","Distinguished Majors Thesis Writing","",Open,0,12,0,,"Writing of the DMP thesis under the supervision of a DM faculty adviser. Prerequisite: SOC 4980"
14759,SOC,5020,100,Seminar,"3","Adam Slez","Mo 9:30AM - 12:00PM","Randall Hall 112","Introduction to Statistics","",Open,7,12,0,,"SOC 5020 will serve as an introduction to multivariate regression, with an emphasis on applications in the 'eld of sociology. Along the way we will review basic concepts related to probability and inference. More specifically, this course will cover ANOVA, t tests, OLS regression, and logistic regression. In sum, the course is designed to teach graduate students in sociology how to use basic statistics to address concrete sociological problems."
14760,SOC,5020,101,Laboratory,"0","Staff","Fr 10:00AM - 11:50AM","Shannon House 111","Introduction to Statistics","",Open,7,12,0,,"SOC 5020 will serve as an introduction to multivariate regression, with an emphasis on applications in the 'eld of sociology. Along the way we will review basic concepts related to probability and inference. More specifically, this course will cover ANOVA, t tests, OLS regression, and logistic regression. In sum, the course is designed to teach graduate students in sociology how to use basic statistics to address concrete sociological problems."
11448,SOC,5030,001,Seminar,"3","Jagdish Kumar","Tu 10:00AM - 12:30PM","Randall Hall 112","Classical Sociological Theory","",Open,7,12,0,,"A seminar focusing on the writings of Marx, Weber, Durkheim and other social theorists. Open to students in related disciplines.  Prerequisite: Six credits of sociology or instructor permission; open to advanced undergraduates."
18529,SOC,5056,001,Lecture,"3","Isaac Reed","Tu 3:30PM - 6:00PM","Ruffner Hall 125","Sociology of Culture","",Open,14,15,0,,"Examines the most recent theoretical and methodological developments in the sociology of culture. Examines the influence of structuralism, phenomenology, critical theory, and cultural anthropology on contemporary sociological theory and practice. Considers the ways cultural analysis can be applied to a variety of pressing empirical problems."
14613,SOC,5140,001,Seminar,"3","Sarah Corse","Th 12:30PM - 3:00PM","Randall Hall 112","Qualitative Methods","",Open,7,12,0,,"Studies the theory and practice of qualitative, non-statistical methods of sociological inquiry including field work, interviewing, textual analysis, and historical document work. Students practice each method and design larger projects.  Prerequisite: Six credits of sociology or instructor permission; open to advanced undergraduates."
19705,SOC,7480,001,Seminar,"3","Jennifer Bair","Mo 3:30PM - 6:00PM","Randall Hall 112","Sociology of Globalization","",Open,9,12,0,,"Globalization continues attracting the attention of scholars and social critics, but its theoretical foundations and empirical aspects remain blurry. Some contest its adequacy as a concept; others praise its evocative nature. This course will guide you through many of these debates. We will look at the political economy of globalization, the institutions that promote it, the movements that contest it, and the cultures that permeate it."
